title,url
Welcome,https://github.com/yaya2devops/bachelor-guide/commit/e0411e41e32f0cb0da570ac8c9752f4dc6d9fc1a
You Better READ me!,https://github.com/yaya2devops/bachelor-guide/commit/66ac8d517cd4dab0856ae69bced275d362e02273
Let that goes,https://github.com/yaya2devops/bachelor-guide/commit/80f21727b2911c083a99b7dc1e6b9e788daf9df6
sharepoint shared,https://github.com/yaya2devops/bachelor-guide/commit/f924eb963b62096549a86dc1cd41effd8f526cec
for now ok,https://github.com/yaya2devops/bachelor-guide/commit/75e6bd9345d7e28e0ecff9eac79320592fbda31c
wlcm,https://github.com/yaya2devops/bachelor-guide/commit/c8984ac14103a46639453c8952b491072c2e58a8
Updated,https://github.com/yaya2devops/bachelor-guide/commit/32ddeb342a64f759e36cd2313ef286eb06fa38f7
Amazing!,https://github.com/yaya2devops/bachelor-guide/commit/a0b4a1df8293925200fe1db1d44fd5b414b7cf8f
value,https://github.com/yaya2devops/bachelor-guide/commit/a14c5ca537f73d0f10ef064f38d4a9673b9a2c63
Let's see,https://github.com/yaya2devops/bachelor-guide/commit/58edd0ec3f9d133e658af6701882e9cf44078269
AmazingGgGgGgGgGgGgGgGgGgGgG!!!,https://github.com/yaya2devops/bachelor-guide/commit/403e7f94fe3fd7d1402f5275e2fdfea041001a8c
old af,https://github.com/yaya2devops/bachelor-guide/commit/d57068cd7a5feda9944ddf89c837ca9730b0f290
"Update format, more interesting.",https://github.com/yaya2devops/bachelor-guide/commit/72c183959b50e3db9fc863f570373aa7e3edb3b1
Showcased format,https://github.com/yaya2devops/bachelor-guide/commit/20a06e895afbf39bc5200ba579c952704713556a
Ok,https://github.com/yaya2devops/bachelor-guide/commit/ae89f0b0ff1aac380f562f2d285c110ac1a741c9
Ok here,https://github.com/yaya2devops/bachelor-guide/commit/218a30d7090ea191a4679c2e75e5396d3224ca55
hm?,https://github.com/yaya2devops/bachelor-guide/commit/30e1427afea87fa6c8fb952c3ab48f7e8176734d
Ajustement,https://github.com/yaya2devops/bachelor-guide/commit/d4b2690b9f64fa48fd59440f1fc0160e5f31d381
Links included,https://github.com/yaya2devops/bachelor-guide/commit/2a82a384b1d2f1f40b9fe281024d01938cbbce71
"Phone check, hyperleft",https://github.com/yaya2devops/bachelor-guide/commit/d137f399528edbaf6443cd06964ad4bf6b3e4f90
Improved!,https://github.com/yaya2devops/bachelor-guide/commit/f212b8d0a07c06b7444faed03637d779c1691e55
Project Welcome.,https://github.com/yaya2devops/bachelor-guide/commit/9cf3a66acb8d9a5dd1eae65002bfcc3c691773d2
Contributions,https://github.com/yaya2devops/bachelor-guide/commit/f196199c02a598e00d2bf3293e603643c6046b84
Let it sink,https://github.com/yaya2devops/bachelor-guide/commit/25a2e153745a2617ad6ffa742a06d94fc555913c
Sunday inspirations!!,https://github.com/yaya2devops/bachelor-guide/commit/b41e99f2b626a37fca0246be25911e86288ea7b4
changes to the color,https://github.com/yaya2devops/bachelor-guide/commit/e2d9df31cd21d7af5fb6b29f8d56838953cd9eea
From phone b4 dinner,https://github.com/yaya2devops/bachelor-guide/commit/5d8e9518fd28a6ae23e69cf8649adad28400dfc8
DESIGNING,https://github.com/yaya2devops/bachelor-guide/commit/90390e6bb7ad92e82226f8fc5ff63ac86947fa34
Udate,https://github.com/yaya2devops/bachelor-guide/commit/3cf2c1660b32385bdcd1b311b313c62c973ba3fd
Merged for now.,https://github.com/yaya2devops/bachelor-guide/commit/89c55578abf5f5f8e7adf452be531dc68e600e17
update sem5,https://github.com/yaya2devops/bachelor-guide/commit/5219c4a304ff1cdede953994de39eb09e7146282
Curriculum updated,https://github.com/yaya2devops/bachelor-guide/commit/387d2f384de342e5adda5478524c799a9fab980b
More materials,https://github.com/yaya2devops/bachelor-guide/commit/5b796fc6cd8e27c370c964a130ffc8a7ca45449d
SEO ig,https://github.com/yaya2devops/bachelor-guide/commit/90f0a0c93ab2f14b9ff01644b59b9633d540059b
Clair,https://github.com/yaya2devops/bachelor-guide/commit/5dd1f5df910eb6595d929d8bc58c83192626c6e4
clair,https://github.com/yaya2devops/bachelor-guide/commit/c8d022c0405d7cff02915a4d34f65ac1d191494e
Saved,https://github.com/yaya2devops/bachelor-guide/commit/d2bcc0fb48b131e0d87e94de9803f28f375e502c
clean,https://github.com/yaya2devops/bachelor-guide/commit/fea9f9eaffc89a55a05e0e7e79745917c9af67e8
Not required.,https://github.com/yaya2devops/bachelor-guide/commit/65595883624f4e3c6028767a298ba3d54f02645e
Policy,https://github.com/yaya2devops/bachelor-guide/commit/0c003a2b6f7f743fd6fd4e9dadedaacc4cde56ed
Policy,https://github.com/yaya2devops/bachelor-guide/commit/6e81dadaca9e0160059f0c12b7fd169d5c30ae5b
My better reasons.,https://github.com/yaya2devops/bachelor-guide/commit/1440deafd36986873e172409669c451b9507f623
"Updated, left french for this page",https://github.com/yaya2devops/bachelor-guide/commit/fa900557e24e357ef98dbe68e06f64855cc99b38
Update intern,https://github.com/yaya2devops/bachelor-guide/commit/8396ac2947aaa48c0f53a694dc181d5882b02d88
Stage1 FR = DONE,https://github.com/yaya2devops/bachelor-guide/commit/e4f911ce4df13f49358c07bd9472bd24a050611d
better,https://github.com/yaya2devops/bachelor-guide/commit/eabb9ae861fc786826f0fae91e6eb1522ab73a93
fr hyperlink correct,https://github.com/yaya2devops/bachelor-guide/commit/e7883fc640758dd81bc7fc6b282a22d10e6c0a9f
Next these parts to french,https://github.com/yaya2devops/bachelor-guide/commit/40344ae58481082a8a2fe009491cdb7004e2591c
My timeline for the summer intern added.,https://github.com/yaya2devops/bachelor-guide/commit/9934e6221516ecb1ab31d4f1bd74681bee7995e5
SIZEEEEEEEEEEEEEEE,https://github.com/yaya2devops/bachelor-guide/commit/88cb6733dbffc41f1f1fcc3d7a3ba666eca90586
GitHub on coverpage fr,https://github.com/yaya2devops/bachelor-guide/commit/c811ea1f24f2c4ca89f0b0e47d1cc48a2c9f57bf
GitHub on coverpage,https://github.com/yaya2devops/bachelor-guide/commit/1316aa8502cec5820a98fe2aa8e8406e54f8c9cb
Included PFA,https://github.com/yaya2devops/bachelor-guide/commit/1b397db1dc16c038b9ac144535cda4d3f8257c8a
Updated,https://github.com/yaya2devops/bachelor-guide/commit/60caf4fa5e5b9d10699ab28ca55496d320b61329
checked,https://github.com/yaya2devops/bachelor-guide/commit/9062d587eecfe701453aad02489eadef538193bb
checked,https://github.com/yaya2devops/bachelor-guide/commit/be96cbbb1e4dadd189b0b939fbf9dc59206b6b22
changes to logo,https://github.com/yaya2devops/bachelor-guide/commit/8d1a296e61851be96a035baca01acd7c15264b35
Test,https://github.com/yaya2devops/bachelor-guide/commit/12b764f145f9d094f46d271791664bd12430a2e7
lien direct correction,https://github.com/yaya2devops/bachelor-guide/commit/1b0b6ac73ed4ae43ff1cdc586eadd381193700fe
lien direct,https://github.com/yaya2devops/bachelor-guide/commit/82c5cb43f59a90552530337238802618640d357c
directlink,https://github.com/yaya2devops/bachelor-guide/commit/04cbb95a8d37550592778283c16f4de4f58e9bba
"semester1, 70%",https://github.com/yaya2devops/bachelor-guide/commit/e42627d356bd5283a76ef4aa56b5a48f4b2f029d
that's it,https://github.com/yaya2devops/bachelor-guide/commit/53c89e7966826f53cd3af38ae1179ab07048fe79
Yakfi,https://github.com/yaya2devops/bachelor-guide/commit/8a13815991c50023b246d62c69ed4e470037110a
Materials Translation,https://github.com/yaya2devops/bachelor-guide/commit/70e57f5bffb33a4327c55bee99bd687fd02a7ac9
check,https://github.com/yaya2devops/bachelor-guide/commit/d65b0443fb9ebb44c422c6fdc431684009200a41
FR hyperlinked,https://github.com/yaya2devops/bachelor-guide/commit/722d6841fd619bd0267dae0773d6d3ca69d4186a
That goes to fr,https://github.com/yaya2devops/bachelor-guide/commit/9b1479fe9cc51f3efd148429da27c567db83df5e
Fr done!,https://github.com/yaya2devops/bachelor-guide/commit/f7e388d7569ac54174646bbe82951668c140c4f6
curriculum en FR,https://github.com/yaya2devops/bachelor-guide/commit/9a0d4f2f81d773b2b7cad9088064db46fd65080d
Cover to french,https://github.com/yaya2devops/bachelor-guide/commit/b04ebeaecae345089a9e9978eb1888a7d6aea24f
path,https://github.com/yaya2devops/bachelor-guide/commit/ccbf80e9d18ae4afe5a7544cf6ecf6af25854ef3
"Took stuff to apercu, big asset translation left",https://github.com/yaya2devops/bachelor-guide/commit/517f0bca18ed6c4d8538475cd939ca57af4cfdce
apercu fr,https://github.com/yaya2devops/bachelor-guide/commit/0ced55ac7e822ca9c98a0277eefa5ff3ec9c1e04
init,https://github.com/yaya2devops/bachelor-guide/commit/0a2fe2ee42539874b92526a36ee22cf521138936
CHECKED,https://github.com/yaya2devops/bachelor-guide/commit/4c03e3b0242ac0bce0b806e5ae35b036e554fd47
CHEKED,https://github.com/yaya2devops/bachelor-guide/commit/381e0c400319c6083760b432d0f25fc68a3d14a9
nvm thats not french,https://github.com/yaya2devops/bachelor-guide/commit/2d0c0f4b062295289fc4db8cf37ea870ada560a5
QR french linked,https://github.com/yaya2devops/bachelor-guide/commit/85eae1dde2cc16eefc46892c106a70d23c30e31b
Updated,https://github.com/yaya2devops/bachelor-guide/commit/d489e57c0a5b505c901a7ca56508fc81a7c9c4f8
Direction,https://github.com/yaya2devops/bachelor-guide/commit/4f2b317c44b9133692e9f7d6ac79e10e423dc110
Don't need that,https://github.com/yaya2devops/bachelor-guide/commit/8b9d2dcef0b488eeb4378674887bcb00ed8ef165
The best welcome page!,https://github.com/yaya2devops/bachelor-guide/commit/ea729dd0349dde2bfed305e91d40388d8b5e620e
updated,https://github.com/yaya2devops/bachelor-guide/commit/e79efef697abffca91e84e3eda558e59b73ea0f4
leave it as it is.,https://github.com/yaya2devops/bachelor-guide/commit/7922afa604ccc6a5956683ba45a16fe08abd064a
"Inspiration and one todo, done",https://github.com/yaya2devops/bachelor-guide/commit/4362e60e25a3c6ad8e8702fae54714d83c4940b8
Inspiration for today,https://github.com/yaya2devops/bachelor-guide/commit/773778b9cb956c5f488b8cb27697e27af77de1ed
chek,https://github.com/yaya2devops/bachelor-guide/commit/7f388f9b15ad95a286921a2eab367fa6db191dfa
FR qr,https://github.com/yaya2devops/bachelor-guide/commit/f3958b57cd99284a807367711fdc31965418d246
Up for later.,https://github.com/yaya2devops/bachelor-guide/commit/737b81d507e60bd683b19e9e87607ece5402f1de
FR rep,https://github.com/yaya2devops/bachelor-guide/commit/00e4d8fd3246535be87b267475821bca2987b927
Cleaner home without qr,https://github.com/yaya2devops/bachelor-guide/commit/3d00feec9cea5401f9f758a785d77aee4e9b099a
Navbar w/QR,https://github.com/yaya2devops/bachelor-guide/commit/7f9c93626539d617695896d2ec2a35e3134afbe6
Update,https://github.com/yaya2devops/bachelor-guide/commit/e6fb2ed3c95a0c8c947cfb5c18a6ebcee997055f
Welcome.,https://github.com/yaya2devops/bachelor-guide/commit/cc8effba6be0cd092596d5137336dcdfb76f8475
Latest curriculum,https://github.com/yaya2devops/bachelor-guide/commit/41065fb110660c18923b6f1ff0b5f67f6c810962
Me thingss..,https://github.com/yaya2devops/bachelor-guide/commit/a115e0f02adad0faf35387c49cf725377853657e
Hyperlink with new section,https://github.com/yaya2devops/bachelor-guide/commit/ff82d62b0e3c810df65813108c48f698f1ca9448
Adjust,https://github.com/yaya2devops/bachelor-guide/commit/55e928acf94a52ba7d7ea2d59d164882dee77561
Another update for the big asset.,https://github.com/yaya2devops/bachelor-guide/commit/6a03491d0ef241c670095aac1cb602d0a1a97ed5
v3,https://github.com/yaya2devops/bachelor-guide/commit/b26885b904e8defb3a282352605622e3b5ceb9f8
hm,https://github.com/yaya2devops/bachelor-guide/commit/ed0fec5bed5c990af2c135fdf12b9311e410f30e
Ops change linking,https://github.com/yaya2devops/bachelor-guide/commit/0b6fdaa677b366700e2903ed6ee7c3d8879b5d22
"Some adjustement, overall great",https://github.com/yaya2devops/bachelor-guide/commit/d7e7e1ac4d5e7a70f079afd065a73ad5af07a772
V2,https://github.com/yaya2devops/bachelor-guide/commit/0eef5d3b50dfc2aa830f21902668312977ff7abb
The big asset is doing great!,https://github.com/yaya2devops/bachelor-guide/commit/da1fc5709956638fdc72371fc098034b63155634
Updated,https://github.com/yaya2devops/bachelor-guide/commit/a0b5f32c15cddd26a7f2f786f9b48cb08d2d764c
Big asset getting in,https://github.com/yaya2devops/bachelor-guide/commit/392efa6e6d4734c60f3811d021f6c677e70898eb
"Welcome GitHub Readme Page, adjust",https://github.com/yaya2devops/bachelor-guide/commit/41fdbbf9cb5f64a35b75ab8a35382643f77dbfc4
Main gif,https://github.com/yaya2devops/bachelor-guide/commit/fa3ff74f099caf65899b9dd60ab1254ee867149b
Check for now,https://github.com/yaya2devops/bachelor-guide/commit/7941a3b5b73145fc3ee36f845bf9d6fef1a69ac4
Gif,https://github.com/yaya2devops/bachelor-guide/commit/57e6949138545661ae398934d4787c18d4936c09
Let's go for main,https://github.com/yaya2devops/bachelor-guide/commit/f460fa0bbac1e498cefcb471e43f0b05d1dcaa17
Inspired,https://github.com/yaya2devops/bachelor-guide/commit/cb09b12694356b88d2cfc51862940915b589f6cf
theme navbar,https://github.com/yaya2devops/bachelor-guide/commit/ddd58351edab6d9886b872f8c4845f48ebe7c64e
"Navbar, better then ever ig.",https://github.com/yaya2devops/bachelor-guide/commit/545b745910455353173ece7356ee880886a2a45a
"new navbar in, fr",https://github.com/yaya2devops/bachelor-guide/commit/1207e93dc2bd1681906228974842c588df761474
new navbar in,https://github.com/yaya2devops/bachelor-guide/commit/d2e3cc6899dc2207ef56eed7ae57f0e18560bfae
nah,https://github.com/yaya2devops/bachelor-guide/commit/b0f51330c06623828a6811a8af5f8e741c1a5bbd
idk,https://github.com/yaya2devops/bachelor-guide/commit/94b55d7a2e131685c9ff132b9045afe1f17ed436
hM,https://github.com/yaya2devops/bachelor-guide/commit/99b5dc6fed3875a6f35048b15d09cef8a511dbcd
Path,https://github.com/yaya2devops/bachelor-guide/commit/73a03d517ad474aa0410dbdc7de223c1e9aa448a
Navbar?,https://github.com/yaya2devops/bachelor-guide/commit/0d429557aaed38f120f71cbe1ffdaa007b1e720c
Navbar?,https://github.com/yaya2devops/bachelor-guide/commit/3db50b4eb5dab0675f3e7604a43c0dddc420c764
Down,https://github.com/yaya2devops/bachelor-guide/commit/ce12ed7ea6b162505713cbde21011ede61cd1eed
Updated navbar,https://github.com/yaya2devops/bachelor-guide/commit/8d685fb19079b8ab55c6ae8a604f460cfe5164e6
h,https://github.com/yaya2devops/bachelor-guide/commit/2342da04f780b63ffaa889dae6c9c60e8e0bd79a
Checked,https://github.com/yaya2devops/bachelor-guide/commit/ecf61ec793938632f4a170b5023123d611c60702
Updated,https://github.com/yaya2devops/bachelor-guide/commit/d6ae93d49526aae0d2674965c3ecebf7277c2532
Update,https://github.com/yaya2devops/bachelor-guide/commit/97385d65120865ce036961d427c7a430a55a9f31
S1 SUBJECTS OVERVIEW,https://github.com/yaya2devops/bachelor-guide/commit/6c59a7331ca9f5ebad87a2a0d93e71ccf05a6eb8
CAPITAL,https://github.com/yaya2devops/bachelor-guide/commit/a11d35fea85cfb4f760634ec96f9c1eb3ed9fb6c
Updated,https://github.com/yaya2devops/bachelor-guide/commit/08b242430c5f0c6730d80b86c5e417b813d7252b
check,https://github.com/yaya2devops/bachelor-guide/commit/00b2b47812eebdd6b4e2da63794c9e1318f0f33e
Navbar fr,https://github.com/yaya2devops/bachelor-guide/commit/011b60e74eb41065d04caca9c66a2f71fe530350
End.,https://github.com/yaya2devops/bachelor-guide/commit/dbb0f3eacdca7bfe1f02b799480373eddc0ef460
"Corrigé, inclusion",https://github.com/yaya2devops/bachelor-guide/commit/eefb4e5b57e775c2a40d6a6a05eaedd261529b74
design,https://github.com/yaya2devops/bachelor-guide/commit/d6a6036d9186fac70b024bb52b6aba84221d6c26
Nav fr,https://github.com/yaya2devops/bachelor-guide/commit/74ca29c2a09284c8ed82b4cb15ef5efb51fc75cd
FR SEM1 &2 Subjectsgit add .git add .! + coverpagegit add .!,https://github.com/yaya2devops/bachelor-guide/commit/82f0e310797649ccee4356d08740bddcd19e6c18
fr cover+ sem1,https://github.com/yaya2devops/bachelor-guide/commit/76120dcc38a5729edf3815e0d51a75cab08683c9
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,https://github.com/yaya2devops/bachelor-guide/commit/1564f33e6877ac150e28c3daf58843fee95c4e8e
french changes,https://github.com/yaya2devops/bachelor-guide/commit/e4ac6fdee6a9b9d68d86839f1fe59e07d9da6970
Latest inspiration,https://github.com/yaya2devops/bachelor-guide/commit/c9ea33dcd48ca4bb6df51e83bfb0685c2e5f043a
another one computer instead for later,https://github.com/yaya2devops/bachelor-guide/commit/2ade81d0f42715562a74c50f477c0be999cd89e6
applied french cover,https://github.com/yaya2devops/bachelor-guide/commit/14638fa60c3a758591f371541a5a5855c94a9ef3
Aziz's color fit,https://github.com/yaya2devops/bachelor-guide/commit/46aea76aac5634261fae96f99707800ffd8e114b
"Check aziz's design, mb",https://github.com/yaya2devops/bachelor-guide/commit/43bd8616f8eec62db6f762d69696d30edc22b845
Check aziz's design,https://github.com/yaya2devops/bachelor-guide/commit/ee8e41f660ef8749cf17d602c065fc59518da25a
Aziz Bouguerra design,https://github.com/yaya2devops/bachelor-guide/commit/dff6071f146fe3341c49669950631b983cc94ebf
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,https://github.com/yaya2devops/bachelor-guide/commit/dd0bec74f5795eff001909547c22c4907a04258c
coverfrcomplet,https://github.com/yaya2devops/bachelor-guide/commit/05e8c61654c96391184e39dfc4e919cbdb7dad7e
check for later,https://github.com/yaya2devops/bachelor-guide/commit/cf6147a2b82601bfc04c1282ecf74ae6fdd7f3c1
FR,https://github.com/yaya2devops/bachelor-guide/commit/d87d557b77a0e35a213916905157b188ae9f8c72
logochange,https://github.com/yaya2devops/bachelor-guide/commit/e4e25e1675a6c84849aa11858f3da160a6cfc9a7
Updated fr,https://github.com/yaya2devops/bachelor-guide/commit/c6e69741239bda337652f9ddc16a8685abc0c13b
French stuff,https://github.com/yaya2devops/bachelor-guide/commit/da9bfbca2cd1c61ffb7b47381775309d36d3140e
french INIT,https://github.com/yaya2devops/bachelor-guide/commit/656ca50c0792f5239967c5dda4de5f72db5a9827
french INIT,https://github.com/yaya2devops/bachelor-guide/commit/8a1197ae23ac3b76dd9d1253dd4ec19d89f71433
Update,https://github.com/yaya2devops/bachelor-guide/commit/33dfe0a460d773faf31bb91bd4787c6b6abc3ac5
Check.,https://github.com/yaya2devops/bachelor-guide/commit/f5d8b7a61d48c32dab9216510de42f68e61315a3
User check.,https://github.com/yaya2devops/bachelor-guide/commit/1df6120489269dd8f9011b1e9a460dc7e1c3f943
Updated,https://github.com/yaya2devops/bachelor-guide/commit/89a207ceb41d932dc776d943c0d2d282e8b1818a
Story in,https://github.com/yaya2devops/bachelor-guide/commit/6c8590f7ce40ef00af058e5c835e07d5c204ff78
More.,https://github.com/yaya2devops/bachelor-guide/commit/522a611b1d8b327f531039ca121721e5e1af5bfa
New file.,https://github.com/yaya2devops/bachelor-guide/commit/45356deee9ac847e1605baf2cb342ad598f86482
works,https://github.com/yaya2devops/bachelor-guide/commit/23786ea23ec1bb0d7b6d17f291afac9a38f45adc
Story.,https://github.com/yaya2devops/bachelor-guide/commit/32df5a3da6e81fb2157442d9826fa807d9ad94dd
Hm,https://github.com/yaya2devops/bachelor-guide/commit/bb16e731d171d40e1db82e7bdbedef5cfc21e0d1
Story,https://github.com/yaya2devops/bachelor-guide/commit/4ad93457172873da05914d1d370a2de5da2ce282
Check,https://github.com/yaya2devops/bachelor-guide/commit/861aa02dc143d9ce23316a74d3d629188d26ee95
Update,https://github.com/yaya2devops/bachelor-guide/commit/a0b4c52a91075c5405e4abeefc34f81eaf48be9d
Favi path,https://github.com/yaya2devops/bachelor-guide/commit/6a837b4c5df1d7f48e60521e200a809f86b73d77
Favi updated,https://github.com/yaya2devops/bachelor-guide/commit/c27c8b6d0c79e33739eeeb729d1c0f34cdd6081b
Hm.,https://github.com/yaya2devops/bachelor-guide/commit/28389792cde131074bb0126af741c3fddd526c6d
nope,https://github.com/yaya2devops/bachelor-guide/commit/a88cadbd3b332441772f28fdde7c99bfaa255195
stylin,https://github.com/yaya2devops/bachelor-guide/commit/2e5458b6d3689a00584cb889e35568af140e4a7e
HM,https://github.com/yaya2devops/bachelor-guide/commit/349530b92990a2cd814b12dad2cc31be90a2e16f
dunno,https://github.com/yaya2devops/bachelor-guide/commit/213beee62b50c1c580400743938a91b90b454f41
Icone for later,https://github.com/yaya2devops/bachelor-guide/commit/5a7dd128683792bc3c5f31b28c966224ae566c40
Design,https://github.com/yaya2devops/bachelor-guide/commit/297d799adcd013ff666d6df8a358cb6894091eff
Anotherupdate,https://github.com/yaya2devops/bachelor-guide/commit/069ddb4bc554f0bce4bd7b2d57e2acf708a2f577
"Updated the coverpage Image, more up and space",https://github.com/yaya2devops/bachelor-guide/commit/71e2ced687730b65fbb7e52a40dc731f2558fff9
Let's update this1,https://github.com/yaya2devops/bachelor-guide/commit/81af2c827da2f66594cd2847172fb59dc98b3a3f
Updated thoughts,https://github.com/yaya2devops/bachelor-guide/commit/6d808c56aef0415079ddb1ba70e96574232d378d
Updated array,https://github.com/yaya2devops/bachelor-guide/commit/fdd661f5de07b2c68757f32da7aec333e28a45e2
Updated array,https://github.com/yaya2devops/bachelor-guide/commit/033de698038f56c8d2f41e297c20ee989dd33908
Updated array,https://github.com/yaya2devops/bachelor-guide/commit/4889f6f1355b456e1086c37de259a4cde6e2ec7b
Updated array,https://github.com/yaya2devops/bachelor-guide/commit/65fa31c4b6592f7994e445191baca7726d2f4510
Updated with latest software use case,https://github.com/yaya2devops/bachelor-guide/commit/0a6a41b9b6cc628fd831b052b231bbe7dd5c8c58
Updated structure,https://github.com/yaya2devops/bachelor-guide/commit/3e8458f2bff7b2cae46169b5fa97d3f17c8e7c65
Updated stuff,https://github.com/yaya2devops/bachelor-guide/commit/101698a7ad897ba609ed042abba97cce54636867
Update analyse,https://github.com/yaya2devops/bachelor-guide/commit/4634754a2b8b2c1af0eedb0a6594643ccfa19a01
Updated analyse,https://github.com/yaya2devops/bachelor-guide/commit/8f4f4ec9d569481b26e9c5ac649c8630f538be4d
High check,https://github.com/yaya2devops/bachelor-guide/commit/1cfd9a24dd7d12baa0db16996ebeb6505f1d30d3
Spread correct,https://github.com/yaya2devops/bachelor-guide/commit/b503556dec8e85e8e2f478f5ab92c57f99c297b7
Yep,https://github.com/yaya2devops/bachelor-guide/commit/7d8bb60605891f4bfcc42540d31be2b623d45428
Updated.,https://github.com/yaya2devops/bachelor-guide/commit/e6763d6555a25e3f39c89a15e82b69f9ae7629fc
check,https://github.com/yaya2devops/bachelor-guide/commit/234ccd7c1dc43c3818231c80d982914e137ef18d
FR init,https://github.com/yaya2devops/bachelor-guide/commit/691de6cee997df14b05b32fad684a476af5b2147
License & code stuff,https://github.com/yaya2devops/bachelor-guide/commit/449e3f7b2f0061a59dd5ead013b8b049b62124ad
new section,https://github.com/yaya2devops/bachelor-guide/commit/883e9d9c0cccc301c3fac31831f44d530a3b631b
check,https://github.com/yaya2devops/bachelor-guide/commit/f2fd93c3752ffef5b820ef8253036254ab91f909
check,https://github.com/yaya2devops/bachelor-guide/commit/b63a21c50d0f3744bee170bc66b688a394946e2b
-,https://github.com/yaya2devops/bachelor-guide/commit/ba90a2100b3111d01a36be4ea3e8b7d38b41955f
Cover hey,https://github.com/yaya2devops/bachelor-guide/commit/d5cd1e699a5943d013a08dc9c67276ca14f3ef0e
+,https://github.com/yaya2devops/bachelor-guide/commit/6c5defb12d095fcc0a24ff430c920c5d47b0507b
coverpage logo,https://github.com/yaya2devops/bachelor-guide/commit/71188fb9810a94b983e1e5631477822f45e19ffe
I cant remember all the past llool,https://github.com/yaya2devops/bachelor-guide/commit/3e846cd63582b3ddb9b6356c4d7ac96a1853e22f
Notes,https://github.com/yaya2devops/bachelor-guide/commit/d02af386a84d3fbbc8c410d6857d92e97e48ad9b
test,https://github.com/yaya2devops/bachelor-guide/commit/2a2c96f6b2117de756dfe9d206758ca555b91c4e
Welcome+,https://github.com/yaya2devops/bachelor-guide/commit/cb63eaa30ba55506a41fc4cfe43082e7c813ed90
Yeah that's yesterday,https://github.com/yaya2devops/bachelor-guide/commit/163f77d74a3f56ec0bc2e92f733222f64b24b7ee
Let's see this 1,https://github.com/yaya2devops/bachelor-guide/commit/d7ef807a45343dcc721c74747ab48f15d184c3f8
Guess the best :) mayeb,https://github.com/yaya2devops/bachelor-guide/commit/6cc89bc596cec80c6bcad0d0cd4849117ef36c8b
Merge pull request #26 from BytM3/main,https://github.com/yaya2devops/bachelor-guide/commit/d98e19cf6af8a441872c0f2c6019bab246d2df9d
fxd,https://github.com/yaya2devops/bachelor-guide/commit/db61a91cfcf7d3c0140e6a03615ddaec65570b7f
Direction icone,https://github.com/yaya2devops/bachelor-guide/commit/f95d9e9ebd31095463d1f950a610cc6939cd893c
Notes on the navbar,https://github.com/yaya2devops/bachelor-guide/commit/23e8c8b41331f535cd9a2607c72d7e50c2e186d5
noted,https://github.com/yaya2devops/bachelor-guide/commit/0a33107c7eeee681420770c4f9c602b4c0fd2759
noted,https://github.com/yaya2devops/bachelor-guide/commit/a15335fb4852e3f5d35536dbd054b1f97415eba4
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,https://github.com/yaya2devops/bachelor-guide/commit/d295df60be0d83d23613d98a5e08ebbc61c81379
table of content,https://github.com/yaya2devops/bachelor-guide/commit/2f3004abf2d973cf8959ca143c1a8f2c853f7333
Great!,https://github.com/yaya2devops/bachelor-guide/commit/f438050f3a32ea691f69e3155ce3f41c5e570e17
change log,https://github.com/yaya2devops/bachelor-guide/commit/1907e09befb6d9bc514c4a8498118ed9bc35cf3b
Merge branch 'Y4HYA4:main' into main,https://github.com/yaya2devops/bachelor-guide/commit/1ebaabd768190f05b744a387ccfaa975f7bf7793
fixed,https://github.com/yaya2devops/bachelor-guide/commit/8f24b5c0875946a5bb0397615579e6e5a7e65a99
Thanks Jawher,https://github.com/yaya2devops/bachelor-guide/commit/afc837e1ba2fa290df0587b42b181895fa49789e
Merge branch 'Y4HYA4:main' into main,https://github.com/yaya2devops/bachelor-guide/commit/54f2aa54463e3781c039dc15958bd05fc2bc5cab
fixd,https://github.com/yaya2devops/bachelor-guide/commit/98d5ac1081e3deee9c45aff88a123be421eef7e5
"more to sem4,5 IRS and sem2 mutual",https://github.com/yaya2devops/bachelor-guide/commit/f4a75bf28361e24a16eb7ea3ca10bc4dccf36e68
fix,https://github.com/yaya2devops/bachelor-guide/commit/3cf1821509c201a62ad2d0bf69942fde1d2481e1
Merge pull request #22 from BytM3/main,https://github.com/yaya2devops/bachelor-guide/commit/68dbbfe54eca6ed3c1fd27df547f2f9bac5b37ba
fix,https://github.com/yaya2devops/bachelor-guide/commit/1bf117d753494dc7567f0272c25e641325c47374
Notes here.,https://github.com/yaya2devops/bachelor-guide/commit/8bd44a9811888b13371734d872cdfcdce08d9f61
NavHm,https://github.com/yaya2devops/bachelor-guide/commit/aff2e1279ea4c09f34be467ed9c43f70ae6c8f26
Navbar check,https://github.com/yaya2devops/bachelor-guide/commit/a8f5c1403740bae3e5713e10b07b41ea5208eb45
up,https://github.com/yaya2devops/bachelor-guide/commit/45c3799bb8250da49944432e44f5341044ace68b
important changes,https://github.com/yaya2devops/bachelor-guide/commit/cbba05a24a548dacf77097ded2f2d3fff98fa6c6
concat,https://github.com/yaya2devops/bachelor-guide/commit/9b845fdce9dd4c96b4f9523270328c68cd14ec55
